   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,  Total  ,Comment  ,Location,Sample,Type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #,Mg,Fe,Ca
144,15.923,54.023,0.39,2.484,,0.321,19.515,0.065,0,8.373,,101.138,mrwy106_ol2_13 Line 022 ,HM,MRWY106,Cumul,0.864040076,1.966455984,0.027523723,0.106562559,0,0.009896676,0.761098604,0.001779975,0,0.254887025,0,0.772204083,45.95895012,13.55763511,40.48341477
145,16.042,53.961,0.376,2.477,,0.283,19.616,0.062,0.022,8.375,,101.251,mrwy106_ol2_13 Line 023 ,HM,MRWY106,Cumul,0.86987295,1.962790034,0.026516655,0.106186029,0,0.008718848,0.764488832,0.001696605,0.000643716,0.254765007,0,0.773469315,46.04629796,13.48586069,40.46784135
146,15.979,53.933,0.384,2.469,,0.28,19.558,0.062,0.001,8.371,,101.088,mrwy106_ol2_13 Line 024 ,HM,MRWY106,Cumul,0.867725758,1.96464466,0.0271205,0.105998091,0,0.008639055,0.763344733,0.001699089,2.93E-05,0.255016265,0,0.772862991,46.00667258,13.52091913,40.47240829
147,15.51,53.038,0.366,2.652,,0.283,18.876,0.054,0.026,8.242,,99.085,mrwy106_ol2_13 Line 025 ,HM,MRWY106,Cumul,0.857941192,1.968019521,0.026330578,0.115974712,0,0.008894212,0.750445347,0.001507409,0.000776056,0.255761976,0,0.770349961,46.02322107,13.72004289,40.25673604
148,16.022,54.34,0.384,2.516,,0.269,19.63,0.058,0.012,8.334,,101.591,mrwy106_ol2_13 Line 026 ,HM,MRWY106,Cumul,0.864805641,1.96751459,0.026956692,0.107363456,0,0.008249534,0.761527278,0.00157987,0.000349508,0.25235559,0,0.774109965,46.03241235,13.43254022,40.53504743
149,15.953,54.287,0.428,2.522,,0.269,19.699,0.056,0.003,8.333,,101.6,mrwy106_ol2_13 Line 027 ,HM,MRWY106,Cumul,0.861563545,1.966696445,0.030062307,0.107679763,0,0.008254154,0.764632068,0.001526246,8.74E-05,0.252466627,0,0.773375414,45.8604813,13.43863848,40.70088022
150,15.54,54.351,0.481,3.007,,0.273,19.13,0.067,0,8.178,,101.063,mrwy106_ol2_13 Line 028 ,HM,MRWY106,Cumul,0.840785223,1.972595943,0.033846418,0.1286209,0,0.008392127,0.74389631,0.001829366,0,0.248221164,0,0.772066384,45.87178711,13.54251726,40.58569563
151,13.038,55.093,0.523,5.31,,0.223,16.537,0.058,0.003,7.328,,98.163,mrwy106_ol2_13 Line 029 ,HM,MRWY106,Cumul,0.712642072,2.020009648,0.037178833,0.229455812,0,0.006925333,0.64965171,0.001599853,8.85E-05,0.224700267,0,0.760279401,44.90515087,14.15886007,40.93598906
153,26.191,53.723,0.008,3.786,,0.301,0.24,0.01,0.075,16.244,,100.593,mrwy106_ol2_13_2L Line 001 ,HM,MRWY106,Cumul,1.399738744,1.925979679,0.000556056,0.159963012,0,0.009139801,0.009218697,0.000269703,0.002162869,0.48701858,0,0.741875347,73.82681684,25.68695884,0.486224326
154,26.262,53.567,0.006,3.702,,0.316,0.236,0.016,0.087,16.086,,100.291,mrwy106_ol2_13_2L Line 002 ,HM,MRWY106,Cumul,1.407415227,1.925698596,0.000418195,0.156846533,0,0.009621812,0.009090124,0.000432719,0.002515867,0.483615441,0,0.744258277,74.06977664,25.45182617,0.478397189
155,26.082,53.49,0.006,3.683,,0.288,0.249,0.011,0.044,15.945,,99.829,mrwy106_ol2_13_2L Line 003 ,HM,MRWY106,Cumul,1.403028971,1.930167003,0.000419769,0.156628766,0,0.008802247,0.009626945,0.000298614,0.001277181,0.481180388,0,0.744624776,74.08396219,25.40770746,0.508330346
156,26.151,53.745,0.002,3.663,,0.304,0.24,0.006,0.073,16.012,,100.216,mrwy106_ol2_13_2L Line 004 ,HM,MRWY106,Cumul,1.401268178,1.931824043,0.000139379,0.155172207,0,0.009255116,0.009242886,0.000162247,0.002110716,0.481322525,0,0.744329703,74.0693149,25.44211752,0.488567582
157,26.235,53.463,0,3.594,,0.286,0.238,0.017,0.077,16.06,,99.998,mrwy106_ol2_13_2L Line 005 ,HM,MRWY106,Cumul,1.410163579,1.927694867,0,0.152725149,0,0.008734334,0.009194514,0.000461136,0.002233332,0.484274512,0,0.744370368,74.07750716,25.43949451,0.482998327
158,26.145,53.652,0.005,3.607,,0.327,0.255,0.008,0.042,16.04,,100.11,mrwy106_ol2_13_2L Line 006 ,HM,MRWY106,Cumul,1.403081603,1.931420074,0.000348978,0.153032786,0,0.00997051,0.009835532,0.000216659,0.001216235,0.482898987,0,0.743953363,74.00937186,25.47182615,0.518801987
159,26.167,53.594,0.006,3.659,,0.304,0.26,0.012,0.049,16.017,,100.089,mrwy106_ol2_13_2L Line 007 ,HM,MRWY106,Cumul,1.404363492,1.92947124,0.000418804,0.155250163,0,0.009269889,0.010029108,0.000325011,0.001419044,0.482241319,0,0.74438668,74.04504781,25.42616758,0.528784614
160,26.184,53.61,0.015,3.633,,0.302,0.26,0.012,0.046,16.113,,100.182,mrwy106_ol2_13_2L Line 008 ,HM,MRWY106,Cumul,1.40446449,1.928932894,0.001046405,0.15405799,0,0.009203585,0.010023318,0.000324824,0.001331394,0.48485159,0,0.743371903,73.94489326,25.52738022,0.527726521
161,26.125,53.784,0.006,3.664,,0.297,0.278,0.018,0.008,16.071,,100.271,mrwy106_ol2_13_2L Line 009 ,HM,MRWY106,Cumul,1.399080586,1.932128783,0.000417899,0.155126486,0,0.009036874,0.010700267,0.000486464,0.00023118,0.482821919,0,0.743439462,73.92362553,25.51100138,0.56537309
162,26.218,53.82,0.012,3.659,,0.338,0.272,0.01,0.054,16.164,,100.575,mrwy106_ol2_13_2L Line 010 ,HM,MRWY106,Cumul,1.401219875,1.929509691,0.000834107,0.15460132,0,0.010263577,0.010448141,0.000269711,0.001557308,0.484633262,0,0.743016435,73.89226026,25.55676502,0.550974722
163,26.356,53.802,0.004,3.72,,0.346,0.259,0.011,0.058,16.022,,100.602,mrwy106_ol2_13_2L Line 011 ,HM,MRWY106,Cumul,1.40734551,1.927152994,0.000277789,0.157039257,0,0.01049718,0.009939954,0.000296419,0.00167118,0.479949569,0,0.745694473,74.17876463,25.29731746,0.523917904
164,26.291,53.985,0,3.734,,0.314,0.268,0.002,0.036,16.123,,100.783,mrwy106_ol2_13_2L Line 012 ,HM,MRWY106,Cumul,1.401149946,1.92995488,0,0.157324327,0,0.009507854,0.010265395,5.38E-05,0.001035271,0.482037704,0,0.744030976,73.99971969,25.45812821,0.542152097
165,26.367,53.768,0.002,3.747,,0.31,0.267,0.011,0.076,15.974,,100.536,mrwy106_ol2_13_2L Line 013 ,HM,MRWY106,Cumul,1.408381801,1.926549219,0.000138939,0.158229494,0,0.009407987,0.010250247,0.000296513,0.002190521,0.478664271,0,0.746342033,74.23098792,25.22875663,0.540255455
166,26.174,53.673,0.005,3.749,,0.326,0.287,0.01,0.025,16.148,,100.43,mrwy106_ol2_13_2L Line 014 ,HM,MRWY106,Cumul,1.400861089,1.926980792,0.00034804,0.15862969,0,0.009913292,0.01104003,0.000270095,0.000722003,0.484843258,0,0.742884796,73.85608235,25.56186611,0.582051542
167,26.304,53.821,0.006,3.75,,0.322,0.296,0.001,0.016,16.004,,100.53,mrwy106_ol2_13_2L Line 015 ,HM,MRWY106,Cumul,1.40481301,1.928168699,0.000416756,0.158333223,0,0.009770751,0.011361922,2.70E-05,0.000461095,0.479493709,0,0.74553309,74.10646458,25.29417317,0.599362253
168,26.304,53.941,0.017,3.773,,0.305,0.336,0.036,0.074,16.036,,100.843,mrwy106_ol2_13_2L Line 016 ,HM,MRWY106,Cumul,1.40108304,1.927336804,0.001177673,0.158881359,0,0.009230331,0.012863073,0.00096769,0.002126904,0.47917679,0,0.74515395,74.00909037,25.31144645,0.679463178
169,25.296,53.522,0.09,3.953,,0.305,2.218,0.046,0.052,15.681,,101.193,mrwy106_ol2_13_2L Line 017 ,HM,MRWY106,Cumul,1.349278434,1.915043313,0.006243467,0.166694243,0,0.009243254,0.085030483,0.001238224,0.001496674,0.469224983,0,0.741971899,70.88281611,24.65020365,4.466980237
170,18.761,51.364,0.347,5.293,,0.22,12.957,0.314,0.014,11.567,,100.894,mrwy106_ol2_13_2L Line 018 ,HM,MRWY106,Cumul,1.019389247,1.872144831,0.024521505,0.227368354,0,0.006791756,0.506001614,0.008610044,0.000410474,0.352583875,0,0.743009634,54.28130782,18.7746868,26.94400538
171,14.661,49.999,0.427,6.466,,0.168,19.869,0.551,0.001,8.71,,100.917,mrwy106_ol2_13_2L Line 019 ,HM,MRWY106,Cumul,0.803310118,1.837712217,0.030428539,0.280091161,0,0.005230031,0.78245439,0.015235717,2.96E-05,0.267729017,0,0.750028726,43.34032501,14.44456179,42.2151132
172,14.362,50.007,0.448,6.814,,0.167,20.144,0.61,0.059,8.822,,101.489,mrwy106_ol2_13_2L Line 020 ,HM,MRWY106,Cumul,0.783429978,1.829837846,0.031783144,0.293853896,0,0.005175795,0.789758584,0.016792167,0.001736646,0.269966554,0,0.743718015,42.50483161,14.64697961,42.84818878
173,14.032,49.839,0.441,7.168,,0.149,20.073,0.616,0.02,8.92,,101.289,mrwy106_ol2_13_2L Line 021 ,HM,MRWY106,Cumul,0.766553783,1.826370636,0.031332513,0.309574451,0,0.004624712,0.788131559,0.016982258,0.000589559,0.273366666,0,0.737127329,41.93282137,14.95398733,43.11319129
174,13.973,49.645,0.453,7.304,,0.154,19.952,0.602,0.022,9.058,,101.178,mrwy106_ol2_13_2L Line 022 ,HM,MRWY106,Cumul,0.764513659,1.822080859,0.032234978,0.315936945,0,0.004787311,0.784594762,0.016622018,0.00064952,0.27802609,0,0.733318475,41.84222094,15.21650915,42.94126991
175,14.025,49.6,0.451,7.401,,0.19,19.985,0.603,0.046,9.019,,101.324,mrwy106_ol2_13_2L Line 023 ,HM,MRWY106,Cumul,0.766369138,1.81808153,0.032051271,0.319719851,0,0.005898805,0.784878926,0.016628157,0.001356335,0.27647201,0,0.734885787,41.93033435,15.12660577,42.94305988
176,13.86,49.573,0.464,7.58,,0.171,20.105,0.615,0.034,9.152,,101.562,mrwy106_ol2_13_2L Line 024 ,HM,MRWY106,Cumul,0.756146536,1.814197147,0.032922613,0.326930924,0,0.005300468,0.788333882,0.016932049,0.001000912,0.280102119,0,0.729696036,41.44216668,15.35157293,43.20626039
177,13.68,49.206,0.459,7.767,,0.172,19.972,0.68,0.031,9.178,,101.148,mrwy106_ol2_13_2L Line 025 ,HM,MRWY106,Cumul,0.749531774,1.808500169,0.032707716,0.336435113,0,0.005354362,0.786482179,0.01880202,0.000916515,0.282104264,0,0.726546715,41.22568967,15.51627727,43.25803306
178,13.482,49.032,0.477,8.071,,0.17,19.958,0.696,0.064,9.188,,101.147,mrwy106_ol2_13_2L Line 026 ,HM,MRWY106,Cumul,0.738891544,1.802613101,0.033999954,0.34970173,0,0.005293594,0.786152447,0.019249846,0.001892694,0.282491254,0,0.723422742,40.87840314,15.62853364,43.49306322
179,13.498,48.71,0.474,8.256,,0.18,19.69,0.754,0.011,9.464,,101.045,mrwy106_ol2_13_2L Line 027 ,HM,MRWY106,Cumul,0.741127291,1.794064499,0.033848179,0.358374521,0,0.005615277,0.7770205,0.020892306,0.000325904,0.291511545,0,0.717702322,40.95396721,16.10864208,42.93739071
180,13.784,48.912,0.447,8.156,,0.197,19.251,0.676,0.039,9.631,,101.101,mrwy106_ol2_13_2L Line 028 ,HM,MRWY106,Cumul,0.755827152,1.799116088,0.031877799,0.353564377,0,0.006137462,0.758689192,0.0187062,0.001153947,0.296262207,0,0.718405852,41.74045201,16.36104022,41.89850777
181,14.054,49.248,0.467,7.673,,0.205,19.119,0.58,0.033,9.482,,100.891,mrwy106_ol2_13_2L Line 029 ,HM,MRWY106,Cumul,0.771429115,1.813348242,0.033338537,0.332970175,0,0.006393303,0.754266168,0.016066295,0.000977426,0.291980383,0,0.725429965,42.44041605,16.06339284,41.49619111
182,14.558,49.583,0.423,7.007,,0.176,19.246,0.503,0.049,9.243,,100.842,mrwy106_ol2_13_2L Line 030 ,HM,MRWY106,Cumul,0.79904501,1.825571594,0.030195587,0.304050489,0,0.005488549,0.759230049,0.013932504,0.001451241,0.284603429,0,0.737365534,43.35852935,15.44341803,41.19805263
183,14.009,49.343,0.413,7.443,,0.207,19.393,0.598,0.012,9.716,,101.154,mrwy106_ol2_13_2L Line 031 ,HM,MRWY106,Cumul,0.768180641,1.815007042,0.0294537,0.322662357,0,0.006449141,0.764301301,0.016548135,0.000355068,0.298883111,0,0.719901355,41.94579555,16.32023667,41.73396777
184,13.664,48.711,0.453,7.951,,0.189,19.294,0.63,0.059,10.055,,101.015,mrwy106_ol2_13_2L Line 032 ,HM,MRWY106,Cumul,0.751998019,1.798301181,0.032424301,0.345943087,0,0.005909843,0.763175633,0.0174973,0.001752124,0.310440636,0,0.707803708,41.191506,17.00472207,41.80377193
185,13.951,49.078,0.433,7.539,,0.204,19.258,0.511,0.016,9.744,,100.748,mrwy106_ol2_13_2L Line 033 ,HM,MRWY106,Cumul,0.768197104,1.812803472,0.031009074,0.328189838,0,0.006382236,0.762152516,0.014199723,0.000475402,0.300997056,0,0.718482323,41.94711542,16.43583163,41.61705295
186,14.079,49.464,0.437,7.283,,0.222,19.218,0.452,0.048,9.605,,100.822,mrwy106_ol2_13_2L Line 034 ,HM,MRWY106,Cumul,0.773781725,1.823611968,0.03123645,0.316447034,0,0.006932262,0.759133622,0.012536513,0.001423515,0.296143138,0,0.723211275,42.30491977,16.19101526,41.50406497
187,13.928,49.329,0.416,7.451,,0.194,19.221,0.447,0.046,9.794,,100.839,mrwy106_ol2_13_2L Line 035 ,HM,MRWY106,Cumul,0.765906504,1.819641579,0.029751846,0.323925862,0,0.006061276,0.759672415,0.012404697,0.001364957,0.302137579,0,0.717111322,41.90510426,16.53087771,41.56401803
188,13.905,49.373,0.413,7.569,,0.2,19.189,0.459,0,9.802,,100.917,mrwy106_ol2_13_2L Line 036 ,HM,MRWY106,Cumul,0.763618529,1.818827543,0.029497764,0.328615489,0,0.006240376,0.757392824,0.012720665,0,0.301979741,0,0.716610143,41.88822049,16.56506948,41.54671003
189,13.846,49.359,0.44,7.646,,0.195,19.233,0.44,0.021,9.776,,100.969,mrwy106_ol2_13_2L Line 037 ,HM,MRWY106,Cumul,0.760117965,1.817688934,0.031415424,0.331844805,0,0.006082283,0.758869468,0.012189924,0.000622085,0.301075564,0,0.716285903,41.76327778,16.54204083,41.69468139
190,14.053,49.436,0.436,7.434,,0.217,19.258,0.439,0.026,9.656,,100.955,mrwy106_ol2_13_2L Line 038 ,HM,MRWY106,Cumul,0.771332683,1.820172515,0.03112381,0.322581386,0,0.00676718,0.75970896,0.012159868,0.000770052,0.297322373,0,0.721778911,42.18704133,16.26166182,41.55129684
191,14.059,49.553,0.429,7.334,,0.224,19.387,0.404,0,9.581,,100.975,mrwy106_ol2_13_2L Line 039 ,HM,MRWY106,Cumul,0.771343824,1.823728012,0.030611489,0.318110893,0,0.006982596,0.764482528,0.011185788,0,0.294891369,0,0.723427466,42.13341112,16.10796496,41.75862392
192,13.962,49.66,0.406,7.374,,0.195,19.318,0.377,0.05,9.52,,100.872,mrwy106_ol2_13_2L Line 040 ,HM,MRWY106,Cumul,0.766172781,1.828025887,0.028976018,0.319908867,0,0.006079796,0.76191167,0.010440279,0.00148055,0.293071562,0,0.723320153,42.07068341,16.09261153,41.83670506
193,14.024,49.499,0.428,7.42,,0.239,19.325,0.375,0.053,9.619,,100.982,mrwy106_ol2_13_2L Line 041 ,HM,MRWY106,Cumul,0.769574886,1.822098915,0.03054614,0.321904426,0,0.007451646,0.762187575,0.01038489,0.001569383,0.296119191,0,0.7221349,42.10200837,16.2001293,41.69786233
194,14.052,49.551,0.423,7.395,,0.226,19.369,0.376,0.015,9.629,,101.038,mrwy106_ol2_13_2L Line 042 ,HM,MRWY106,Cumul,0.77058129,1.822759135,0.030168538,0.320599291,0,0.007041482,0.763397787,0.010405425,0.00044386,0.296223256,0,0.72232659,42.10361205,16.18527366,41.71111428
195,14.075,49.536,0.437,7.388,,0.216,19.341,0.332,0.011,9.54,,100.876,mrwy106_ol2_13_2L Line 043 ,HM,MRWY106,Cumul,0.772680281,1.824185088,0.031200851,0.320643449,0,0.006737217,0.763121569,0.009197741,0.00032585,0.293803826,0,0.724511764,42.23206624,16.05831406,41.7096197
196,14.177,49.637,0.428,7.394,,0.196,19.343,0.316,0.029,9.52,,101.047,mrwy106_ol2_13_2L Line 044 ,HM,MRWY106,Cumul,0.776778891,1.824379325,0.030499339,0.320284987,0,0.00610161,0.761728642,0.008737593,0.000857403,0.292622469,0,0.726367966,42.42073966,15.98043113,41.59882921
197,14.197,50.324,0.466,7.069,,0.21,19.51,0.272,0.032,9.198,,101.296,mrwy106_ol2_13_2L Line 045 ,HM,MRWY106,Cumul,0.774440902,1.841464685,0.033060636,0.304855294,0,0.006508581,0.764913538,0.007487766,0.000941924,0.281476895,0,0.733429159,42.53227013,15.45870225,42.00902761
198,14.213,51.211,0.571,6.314,,0.208,19.735,0.22,0.039,8.38,,100.951,mrwy106_ol2_13_2L Line 046 ,HM,MRWY106,Cumul,0.775088632,1.87337797,0.040498161,0.272216376,0,0.006444723,0.773510335,0.006054523,0.001147636,0.256370043,0,0.751449041,42.94193574,14.20357034,42.85449392
199,15.078,53.451,0.603,3.993,,0.191,20.897,0.133,0.014,7.189,,101.634,mrwy106_ol2_13_2L Line 047 ,HM,MRWY106,Cumul,0.813427807,1.934317012,0.042308358,0.170301568,0,0.005854421,0.810256637,0.003620917,0.000407547,0.217571199,0,0.788970505,44.17788536,11.81645797,44.00565667
200,14.788,55.082,0.563,3.375,,0.163,20.442,0.088,0.067,6.207,,100.851,mrwy106_ol2_13_2L Line 048 ,HM,MRWY106,Cumul,0.79614614,1.989251039,0.03942079,0.143648531,0,0.004985931,0.790988399,0.002390879,0.001946401,0.187466099,0,0.809410567,44.86339757,10.56384717,44.57275525
203,26.158,54.304,0.164,4.339,,0.289,0.297,0.008,0.073,15.053,,100.732,mrwy106_ol3_1 ,HM,MRWY106,Cumul,1.387266613,1.931896076,0.011311829,0.181923628,0,0.008708204,0.011320751,0.00021411,0.002089067,0.447853638,0,0.755954065,75.13192199,24.25496605,0.613111964
204,26.218,53.363,0.008,4.649,,0.292,0.366,0.036,0.067,15.807,,100.841,mrwy106_ol3_2 ,HM,MRWY106,Cumul,1.395839978,1.90578038,0.000553936,0.195676954,0,0.008832716,0.014004917,0.000967231,0.001924797,0.472109971,0,0.747257698,74.16968405,25.08614736,0.744168587
205,26.329,53.389,0.01,4.605,,0.281,0.224,0.008,0.06,15.897,,100.823,mrwy106_ol3_3 ,HM,MRWY106,Cumul,1.401685573,1.906621852,0.000692388,0.193816137,0,0.008499588,0.008570924,0.00021493,0.00172362,0.47477633,0,0.74698323,74.35868241,25.18663459,0.454683001
206,26.07,53.425,0.011,4.224,,0.306,0.262,0.012,0.008,16.096,,100.447,mrwy106_ol3_4 ,HM,MRWY106,Cumul,1.394488712,1.916968797,0.000765245,0.178624876,0,0.009299738,0.010072532,0.000323927,0.000230907,0.483002726,0,0.742740384,73.87769288,25.58868114,0.533625977
207,25.983,53.21,0.014,4.275,,0.349,0.293,0,0.036,16.205,,100.403,mrwy106_ol3_5 ,HM,MRWY106,Cumul,1.392344427,1.912701451,0.000975706,0.181107971,0,0.010625715,0.011284658,0,0.00104096,0.487151528,0,0.740807355,73.63860291,25.76457176,0.596825329
208,26.243,53.188,0.005,4.481,,0.286,0.269,0.009,0.047,15.908,,100.462,mrwy106_ol3_6 ,HM,MRWY106,Cumul,1.402965528,1.907408532,0.000347646,0.189388029,0,0.008687101,0.010335921,0.000242811,0.001355831,0.477097069,0,0.746233413,74.21533159,25.23790958,0.546758836
209,26.069,52.961,0.006,4.26,,0.306,0.3,0.024,0.045,15.958,,99.946,mrwy106_ol3_7 ,HM,MRWY106,Cumul,1.401960533,1.910575188,0.000419659,0.181119443,0,0.009349926,0.011595675,0.00065135,0.001305864,0.481445933,0,0.744374918,73.98200257,25.40608913,0.6119083
210,25.891,53.343,0.019,4.245,,0.293,0.275,0.013,0.048,16.461,,100.618,mrwy106_ol3_8 ,HM,MRWY106,Cumul,1.385279445,1.914531618,0.001322135,0.179560299,0,0.008907001,0.010575104,0.000351013,0.001385811,0.494085861,0,0.737099616,73.29751973,26.14293332,0.559546942
211,26.128,53.033,0.007,4.457,,0.327,0.32,0.004,0.091,15.837,,100.222,mrwy106_ol3_9 ,HM,MRWY106,Cumul,1.400702642,1.907139742,0.000488058,0.188897615,0,0.009960081,0.012329718,0.000108216,0.00263242,0.476288771,0,0.746248828,74.13788047,25.2095191,0.652600429
212,26.026,53.462,0.002,4.221,,0.312,0.255,0.01,0.04,15.894,,100.254,mrwy106_ol3_10 ,HM,MRWY106,Cumul,1.393420422,1.920067463,0.000139264,0.178662809,0,0.00949084,0.009812469,0.000270188,0.001155603,0.477381517,0,0.744825196,74.09389271,25.38433797,0.521769328
213,26.036,53.024,0.001,4.51,,0.288,0.28,0.027,0.059,15.769,,100.032,mrwy106_ol3_11 ,HM,MRWY106,Cumul,1.397371632,1.909003335,6.98E-05,0.191363128,0,0.008782244,0.010800878,0.000731296,0.001708692,0.474787699,0,0.746395677,74.21142651,25.21496189,0.573611602
214,26.111,53.166,0,4.251,,0.314,0.246,0.001,0.043,15.871,,100.045,mrwy106_ol3_12 ,HM,MRWY106,Cumul,1.401768082,1.914622641,0,0.180421308,0,0.009577621,0.009491856,2.71E-05,0.001245648,0.477985365,0,0.745719118,74.19725112,25.30033365,0.502415231
215,26.209,53.379,0.006,4.132,,0.303,0.195,0,0.05,15.873,,100.17,mrwy106_ol3_13 ,HM,MRWY106,Cumul,1.404421352,1.918730359,0.00041815,0.175045659,0,0.009224969,0.007510087,0,0.001445743,0.477159566,0,0.746404972,74.34376366,25.25868605,0.397550297
216,26.22,53.338,0.019,4.197,,0.292,0.18,0.004,0.088,15.911,,100.277,mrwy106_ol3_14 ,HM,MRWY106,Cumul,1.404128493,1.916052624,0.001323309,0.17768763,0,0.008884487,0.006928035,0.0001081,0.002542909,0.47800153,0,0.746031611,74.32955739,25.30369715,0.366745457
217,25.883,53.14,0,4.229,,0.321,0.281,0.026,0.069,16.24,,100.216,mrwy106_ol3_15 ,HM,MRWY106,Cumul,1.389696639,1.9139187,0,0.179509377,0,0.009792324,0.01084364,0.000704483,0.001999073,0.489157893,0,0.739651003,73.54066694,25.88550385,0.573829208
218,26.305,53.064,0.002,4.062,,0.312,0.22,0.008,0.055,15.928,,99.985,mrwy106_ol4_1 ,HM,MRWY106,Cumul,1.413953881,1.913345783,0.000139817,0.172615948,0,0.009528551,0.008499297,0.000217009,0.001595268,0.480303588,0,0.746442289,74.31080558,25.24251112,0.446683307
219,25.828,53.075,0.011,4.111,,0.308,0.949,0.019,0.068,15.714,,100.119,mrwy106_ol4_2 ,HM,MRWY106,Cumul,1.388047172,1.913374544,0.000768847,0.174664636,0,0.009404582,0.036655828,0.000515298,0.001971952,0.473759403,0,0.745537797,73.11428289,24.95490045,1.930816662
220,26.195,53.685,0,3.748,,0.339,0.225,0.02,0.032,16.519,,100.784,mrwy106_ol4_3 ,HM,MRWY106,Cumul,1.399270428,1.923679653,0,0.158280311,0,0.010288647,0.008638317,0.000539144,0.000922375,0.495022173,0,0.738677028,73.53238179,26.01367019,0.453948021
221,26.23,53.581,0.006,3.84,,0.332,0.23,0.014,0.044,16.015,,100.313,mrwy106_ol4_4 ,HM,MRWY106,Cumul,1.404569229,1.924651998,0.000417859,0.162562415,0,0.010100858,0.008851891,0.000378325,0.001271369,0.481093455,0,0.744867702,74.13873969,25.39402235,0.467237964
222,25.946,53.378,0.007,4.203,,0.322,0.14,0.009,0.034,16.103,,100.171,mrwy106_ol4_5 ,HM,MRWY106,Cumul,1.391306909,1.920044819,0.000488185,0.178178779,0,0.009810333,0.005395652,0.000243549,0.000983797,0.484414313,0,0.741745038,73.9617473,25.75142033,0.286832371
223,25.744,53.171,0,4.027,,0.298,0.272,0.017,0.021,16.286,,99.867,mrwy106_ol4_6 ,HM,MRWY106,Cumul,1.386771356,1.921322219,0,0.171496209,0,0.009120537,0.010530794,0.000462136,0.000610411,0.492153879,0,0.738066279,73.39527011,26.04738461,0.557345282
224,26.345,53.805,0.008,3.817,,0.286,0.25,0.019,0.101,15.755,,100.421,mrwy106_ol4_7 ,HM,MRWY106,Cumul,1.407364489,1.928091155,0.000555817,0.161203551,0,0.0086806,0.009598686,0.000512217,0.002911413,0.472154833,0,0.748789583,74.49849525,24.99340067,0.508104083
225,25.768,53.436,0.003,3.718,,0.324,0.222,0.02,0.063,16.427,,99.999,mrwy106_ol4_8 ,HM,MRWY106,Cumul,1.386835614,1.929188907,0.00020999,0.158196809,0,0.009907512,0.008587379,0.000543208,0.001829612,0.495975446,0,0.736577155,73.32329271,26.22268456,0.454022735
226,25.785,53.212,0.003,3.906,,0.305,0.294,0.018,0.048,16.48,,100.081,mrwy106_ol4_9 ,HM,MRWY106,Cumul,1.387750618,1.921101968,0.00020999,0.16619601,0,0.009326517,0.011372475,0.000488887,0.00139399,0.497575682,0,0.736079806,73.16663226,26.23377463,0.599593117
