   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,  Total  ,Comment  ,Location,Sample,Type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #,Mg,Fe,Ca
60,13.26,52.798,1.144,1.593,0.183,0.326,21.816,0.093,0.014,7.628,,98.855,mrwy17_px2_17 ,HM,MRWY17,Cumul,0.742728276,1.983811696,0.083338569,0.070541756,0.005436301,0.010374791,0.878263708,0.002628821,0.000423144,0.239692676,0,0.756018359,39.91693443,12.88196121,47.20110436
61,13.158,52.502,1.063,1.599,0.195,0.301,21.701,0.103,0,7.74,,98.362,mrwy17_px2_18 ,HM,MRWY17,Cumul,0.740934238,1.983180166,0.077849643,0.071183986,0.005823584,0.009630118,0.878279826,0.002926973,0,0.244505362,0,0.75188194,39.75567501,13.11921521,47.12510979
63,21.149,52.129,0.039,0.389,0.028,0.941,0.508,0.004,0.065,22.749,,98.001,mrwy17_px3_2 ,HM,MRWY17,Cumul,1.205120783,1.992584161,0.002890273,0.017524047,0.000846184,0.030465317,0.020805005,0.000115025,0.00199861,0.727211429,0,0.623661281,61.70179814,37.23299226,1.065209606
65,21.446,52.453,0.018,0.351,0.019,0.911,0.306,0.015,0,22.759,,98.278,mrwy17_px3_4 ,HM,MRWY17,Cumul,1.216439075,1.995772039,0.001327853,0.015739656,0.000571562,0.029358764,0.012474664,0.000429365,0,0.724193933,0,0.626825922,62.28223318,37.07905834,0.638708476
66,21.52,52.355,0.012,0.317,0.023,0.937,0.281,0.006,0.004,22.677,,98.132,mrwy17_px3_5 ,HM,MRWY17,Cumul,1.222423473,1.994959661,0.000886532,0.014235828,0.000692904,0.030240874,0.011472263,0.000171998,0.000122606,0.722641102,0,0.628474493,62.47893977,36.93470463,0.586355607
67,21.448,52.347,0.005,0.34,0.02,0.919,0.304,0.017,0.025,22.726,,98.151,mrwy17_px3_6 ,HM,MRWY17,Cumul,1.218404754,1.99477135,0.00036941,0.015269604,0.000602561,0.029661672,0.012411999,0.000487355,0.000766335,0.724244877,0,0.627187082,62.32052917,37.04460596,0.634864866
68,21.446,52.423,0.009,0.361,0.014,0.89,0.339,0.025,0.008,22.57,,98.085,mrwy17_px3_7 ,HM,MRWY17,Cumul,1.217798136,1.996859068,0.000664668,0.016206165,0.000421622,0.028714043,0.013835411,0.000716408,0.000245128,0.718982315,0,0.628774488,62.43146891,36.85924682,0.70928427
69,15.678,53.345,0.404,0.215,0.029,0.203,23.603,0.856,0.02,4.12,,98.473,mrwy30_px1_1 ,HM,MRWY30,Lava,0.870577211,1.987041305,0.029176392,0.009438417,0.000854045,0.006404541,0.941992011,0.023987338,0.000599267,0.128342796,0,0.871518445,44.85402756,6.612499427,48.53347302
71,16.292,53.603,0.403,0.289,0.112,0.104,23.466,0.547,0.023,3.36,,98.199,mrwy30_px1_3 ,HM,MRWY30,Lava,0.902817344,1.992558725,0.029044514,0.012660982,0.003291619,0.003274418,0.93460465,0.015296937,0.000687745,0.10445336,0,0.896300607,46.49203372,5.378994077,48.12897221
74,15.457,53.047,0.56,0.366,0.003,0.139,23.366,1.043,0.009,4.189,,98.179,mrwy30_px1_6 ,HM,MRWY30,Lava,0.861063938,1.982291702,0.040572503,0.016118898,8.86E-05,0.00439947,0.935530487,0.029321498,0.000270537,0.130911621,0,0.868029389,44.67243772,6.791761886,48.53580039
77,16.333,53.814,0.294,0.218,0.004,0.116,23.906,0.673,0.033,3.489,,98.88,mrwy30_px2_2 ,HM,MRWY30,Lava,0.900009876,1.989175622,0.021069888,0.0094969,0.000116898,0.003631739,0.946785518,0.018714922,0.000981227,0.107854912,0,0.892986725,46.04454685,5.517862277,48.43759088
78,16.259,53.799,0.293,0.21,0.001,0.077,24.059,0.527,0.007,3.33,,98.562,mrwy30_px2_3 ,HM,MRWY30,Lava,0.898154599,1.993554032,0.021050309,0.009171083,2.93E-05,0.002416703,0.955208586,0.014691277,0.000208655,0.103195117,0,0.89694398,45.90482166,5.274318511,48.82085983
79,14.753,52.265,0.664,0.768,0.008,0.125,23.294,1.513,0,4.987,,98.377,mrwy30_px2_4 ,HM,MRWY30,Lava,0.824505014,1.959388046,0.048263034,0.033932686,0.00023712,0.003969157,0.935665051,0.042672053,0,0.156354352,0,0.840594527,43.02084579,8.158223824,48.82093038
80,16.303,53.747,0.363,0.279,0.034,0.093,23.873,0.594,0,3.372,,98.658,mrwy30_px2_5 ,HM,MRWY30,Lava,0.899834195,1.989966353,0.026057645,0.012174278,0.000995268,0.002916441,0.947033498,0.01654524,0,0.104409539,0,0.896031675,46.11513836,5.350830567,48.53403108
81,15.847,53.246,0.368,0.468,0.015,0.104,23.975,0.693,0.011,3.716,,98.443,mrwy30_px2_6 ,HM,MRWY30,Lava,0.879011693,1.98121279,0.026547828,0.020522842,0.00044127,0.003277602,0.955805639,0.019398694,0.000329241,0.115632774,0,0.883744616,45.06712015,5.928517419,49.00436243
82,15.859,53.352,0.341,0.209,0,0.157,23.861,0.727,0.034,3.863,,98.403,mrwy30_px2_7 ,HM,MRWY30,Lava,0.88053244,1.987086654,0.024623939,0.009174025,0,0.004952729,0.952185537,0.020370216,0.001018644,0.120323904,0,0.879779046,45.08517961,6.160846086,48.75397431
83,15.739,53.205,0.35,0.217,0.022,0.138,23.785,0.709,0.024,3.924,,98.113,mrwy30_px2_8 ,HM,MRWY30,Lava,0.876620823,1.987850116,0.025353404,0.00955517,0.000649865,0.004367059,0.952140813,0.019928405,0.000721307,0.122608701,0,0.877296759,44.9233447,6.283210257,48.79344504
87,16.128,54.277,1.545,0.254,0.075,0.162,20.643,1.217,0.045,5.146,,99.492,mrwy30_px2_12 ,HM,MRWY30,Lava,0.884692707,1.997212651,0.110223449,0.011015132,0.002181922,0.005048964,0.813857037,0.033689469,0.001331982,0.158357764,0,0.848178235,47.64333727,8.528037235,43.8286255
88,16.427,53.916,0.286,0.319,0.015,0.091,23.728,0.618,0.008,3.368,,98.776,mrwy30_px2_13 ,HM,MRWY30,Lava,0.904565356,1.991571482,0.020482422,0.013887256,0.000438065,0.002847072,0.939087815,0.017173619,0.000237709,0.104042654,0,0.896845303,46.44284514,5.341832781,48.21532208
89,16.447,54.107,0.255,0.186,0.009,0.094,24.188,0.523,0.02,3.106,,98.935,mrwy30_px3rim_1 ,HM,MRWY30,Lava,0.904094097,1.99515636,0.018230589,0.008083212,0.000262383,0.002935825,0.95563111,0.014508426,0.000593241,0.095782471,0,0.904205705,46.23321641,4.898087205,48.86869638
90,16.386,54.08,0.242,0.193,0.013,0.109,24.153,0.549,0,3.143,,98.868,mrwy30_px3rim_2 ,HM,MRWY30,Lava,0.901357129,1.995524992,0.017313023,0.008393156,0.000379257,0.003406636,0.95490113,0.015240105,0,0.09698978,0,0.902849622,46.14657796,4.965563928,48.88785811
91,16.196,53.968,0.359,0.347,0.013,0.087,23.692,0.613,0.013,3.307,,98.595,mrwy30_px3rim_3 ,HM,MRWY30,Lava,0.893048905,1.996182938,0.025745155,0.015126589,0.000380169,0.0027256,0.938928619,0.017057666,0.000386799,0.102296156,0,0.897225435,46.16972843,5.288608185,48.54166339
92,16.451,53.986,0.274,0.215,0.024,0.12,24.095,0.541,0.008,3.138,,98.852,mrwy30_px3rim_4 ,HM,MRWY30,Lava,0.905326562,1.992923606,0.019610881,0.009353959,0.000700471,0.003752058,0.953022753,0.015024564,0.000237562,0.096877639,0,0.903335429,46.30288879,4.954802749,48.74230846
93,16.463,54.226,0.236,0.195,0.027,0.091,24.201,0.496,0.008,3.199,,99.142,mrwy30_px3rim_5 ,HM,MRWY30,Lava,0.903199713,1.995624943,0.016839159,0.008457724,0.000785606,0.002836557,0.95427051,0.013732454,0.000236831,0.098457023,0,0.901705825,46.17757205,5.033777352,48.7886506
94,16.511,54.311,0.231,0.186,0.021,0.076,24.305,0.416,0.024,2.952,,99.033,mrwy30_px3rim_6 ,HM,MRWY30,Lava,0.905842314,1.998773425,0.016482565,0.008067449,0.000611033,0.002369017,0.958381077,0.011517659,0.000710501,0.090855919,0,0.908843102,46.3327656,4.647173058,49.02006134
95,16.392,54.007,0.292,0.266,0.024,0.083,24.067,0.495,0,3.228,,98.854,mrwy30_px3rim_7 ,HM,MRWY30,Lava,0.902080053,1.993699633,0.020899195,0.01157281,0.000700471,0.002595174,0.951915659,0.013747065,0,0.099656196,0,0.900516532,46.17404204,5.101021108,48.72493686
96,16.164,53.919,0.292,0.197,0,0.152,23.853,0.666,0,3.466,,98.709,mrwy30_px3rim_8 ,HM,MRWY30,Lava,0.89162208,1.995126068,0.020948282,0.008590971,0,0.004763771,0.945667273,0.018539493,0,0.107255156,0,0.892624287,45.85249019,5.515695585,48.63181423
97,12.121,51.87,0.56,2.187,0.028,0.128,22.465,0.24,0.007,9.214,,98.82,mrwy30_px3core_1 ,HM,MRWY30,Lava,0.684002455,1.963504938,0.041099905,0.097569044,0.000837998,0.004103973,0.911148177,0.006834742,0.000213153,0.291692366,0,0.701041392,36.25115899,15.45928126,48.28955976
100,12.816,52.819,0.424,0.994,0.005,0.113,22.534,0.051,0,9.153,,98.909,mrwy30_px3core_4 ,HM,MRWY30,Lava,0.721464486,1.994569505,0.031042872,0.044237737,0.000149279,0.003614234,0.911725554,0.001448853,0,0.289057051,0,0.713952607,37.53234896,15.0374555,47.43019555
103,12.164,51.938,0.593,1.983,0.019,0.129,22.431,0.207,0.009,9.343,,98.816,mrwy30_px3core_7 ,HM,MRWY30,Lava,0.686927215,1.96750604,0.043553452,0.088532165,0.000569055,0.004139037,0.910429508,0.005899243,0.000274253,0.295990864,0,0.698865175,36.28109386,15.63320258,48.08570355
104,12.096,51.133,0.609,2.149,0.013,0.11,21.869,0.188,0.02,9.95,,98.137,mrwy30_px3core_8 ,HM,MRWY30,Lava,0.689793379,1.956027957,0.045167715,0.096885262,0.000393176,0.003564062,0.89633333,0.005410367,0.000615434,0.318315634,0,0.684244828,36.22022904,16.71437497,47.065396
105,12.072,51.511,0.515,2.273,0.021,0.101,22.256,0.294,0.014,9.619,,98.676,mrwy30_px3core_9 ,HM,MRWY30,Lava,0.683445696,1.956236275,0.037919761,0.101734506,0.000630536,0.003248789,0.905597629,0.0083997,0.000427688,0.305500803,0,0.6910846,36.07441418,16.12529361,47.80029221
106,12.169,51.922,0.553,2.014,0.006,0.107,22.415,0.23,0.005,9.498,,98.919,mrwy30_px3core_10 Line 001 ,HM,MRWY30,Lava,0.686770335,1.965642755,0.040589654,0.089858706,0.000179587,0.003430961,0.909198599,0.006550525,0.000152265,0.300709015,0,0.695478174,36.20911686,15.85451103,47.93637211
107,12.261,51.878,0.554,2.024,0.009,0.121,22.307,0.193,0,9.34,,98.687,mrwy30_px3core_10 Line 002 ,HM,MRWY30,Lava,0.692943272,1.966760853,0.040720691,0.090432879,0.000269762,0.003885371,0.906100428,0.005504536,0,0.296125844,0,0.700601465,36.56365595,15.62529565,47.8110484
108,12.111,51.561,0.562,1.981,0.029,0.13,22.23,0.19,0.018,9.242,,98.054,mrwy30_px3core_10 Line 003 ,HM,MRWY30,Lava,0.689032984,1.967786063,0.041584349,0.089102224,0.000875032,0.004202219,0.908997835,0.005455132,0.000552595,0.294973919,0,0.70023186,36.39890435,15.58231276,48.01878289
109,12.119,51.551,0.568,1.944,0.038,0.12,22.261,0.216,0.012,9.246,,98.075,mrwy30_px3core_10 Line 004 ,HM,MRWY30,Lava,0.689464492,1.967336976,0.042026869,0.087435025,0.001146555,0.003878839,0.910234238,0.006201411,0.000368384,0.295091469,0,0.700279638,36.38737906,15.5738334,48.03878754
110,12.151,51.577,0.576,1.9,0.015,0.098,22.154,0.18,0.028,9.152,,97.831,mrwy30_px3core_10 Line 005 ,HM,MRWY30,Lava,0.692389459,1.971473961,0.042686888,0.085592574,0.00045331,0.003172779,0.907306363,0.005176099,0.000860935,0.292558071,0,0.702970907,36.59072716,15.46082544,47.94844741
111,12.165,51.629,0.552,1.866,0.023,0.106,22.255,0.177,0.033,9.131,,97.937,mrwy30_px3core_10 Line 006 ,HM,MRWY30,Lava,0.692534587,1.97160363,0.040869753,0.083981776,0.000694422,0.003428551,0.910584665,0.005085039,0.001013718,0.291611968,0,0.703690506,36.55054501,15.39067731,48.05877768
112,12.261,51.741,0.553,1.855,0.014,0.119,22.276,0.166,0.006,9.138,,98.129,mrwy30_px3core_10 Line 007 ,HM,MRWY30,Lava,0.696496693,1.97162595,0.040855627,0.083306932,0.000421781,0.003840745,0.909481259,0.00475875,0.000183916,0.291207105,0,0.705167576,36.7121115,15.34943065,47.93845785
113,12.113,51.613,0.613,1.814,0.032,0.091,22.116,0.182,0.011,9.032,,97.617,mrwy30_px3core_10 Line 008 ,HM,MRWY30,Lava,0.691273656,1.975849826,0.045498004,0.08184264,0.000968533,0.002950632,0.907127324,0.005241569,0.000338739,0.289161097,0,0.705068495,36.62256538,15.3192894,48.05814522
114,12.273,51.723,0.611,1.771,0.025,0.106,22.074,0.159,0,8.98,,97.722,mrwy30_px3core_10 Line 009 ,HM,MRWY30,Lava,0.699275755,1.976869422,0.045276467,0.079773814,0.000755447,0.00343146,0.903945304,0.004571793,0,0.287032927,0,0.708982662,36.99374582,15.18488673,47.82136745
115,12.318,51.661,0.616,1.732,0.037,0.122,22.074,0.141,0.001,8.985,,97.687,mrwy30_px3core_10 Line 010 ,HM,MRWY30,Lava,0.702355694,1.975951394,0.045680537,0.078074436,0.001118883,0.00395232,0.904609875,0.004057212,3.08E-05,0.287403886,0,0.709622527,37.07596173,15.17148014,47.75255814
116,12.325,51.903,0.558,1.744,0.03,0.092,22.215,0.142,0,9.006,,98.015,mrwy30_px3core_10 Line 011 ,HM,MRWY30,Lava,0.70009916,1.977705541,0.041223077,0.078318285,0.000903774,0.002969175,0.906947869,0.004070546,0,0.286986995,0,0.709258413,36.96338878,15.15215628,47.88445494
117,12.203,51.709,0.521,1.737,0.016,0.086,22.439,0.133,0.001,8.803,,97.648,mrwy30_px3core_10 Line 012 ,HM,MRWY30,Lava,0.695742024,1.977626647,0.03863251,0.078293463,0.000483802,0.002785835,0.919493158,0.003826704,3.08E-05,0.281559362,0,0.711901194,36.67988323,14.84395677,48.47615999
118,12.122,51.839,0.521,1.722,0.013,0.12,22.432,0.137,0.012,8.877,,97.795,mrwy30_px3core_10 Line 013 ,HM,MRWY30,Lava,0.690212189,1.97998318,0.038581548,0.077514964,0.000392571,0.003882084,0.91799374,0.003936593,0.000368692,0.283551671,0,0.708808591,36.48523411,14.98879512,48.52597077
119,12.254,51.823,0.51,1.679,0.027,0.098,22.479,0.136,0,8.789,,97.795,mrwy30_px3core_10 Line 014 ,HM,MRWY30,Lava,0.697543063,1.978847102,0.03775695,0.075559296,0.000815123,0.003169528,0.919673163,0.003906823,0,0.280666293,0,0.71308157,36.7537535,14.78839128,48.45785522
120,12.28,52.059,0.555,1.662,0.036,0.082,22.31,0.14,0.001,8.829,,97.954,mrwy30_px3core_10 Line 015 ,HM,MRWY30,Lava,0.697333772,1.983054702,0.040989148,0.0746135,0.001084204,0.002645645,0.910553107,0.00401201,3.06E-05,0.281262281,0,0.712585923,36.91258408,14.88830459,48.19911133
121,12.244,52.065,0.64,1.658,0.01,0.098,22.136,0.153,0,8.84,,97.844,mrwy30_px3core_10 Line 016 ,HM,MRWY30,Lava,0.69591728,1.985074054,0.047309445,0.074501134,0.00030144,0.003164723,0.904267295,0.004388513,0,0.281866985,0,0.71172886,36.97652575,14.97658147,48.04689278
122,12.374,51.724,0.683,1.564,0.031,0.13,22.059,0.147,0.008,8.926,,97.646,mrwy30_px3core_10 Line 017 ,HM,MRWY30,Lava,0.705880177,1.9792904,0.05067283,0.070534515,0.000937883,0.004213467,0.904419825,0.004231846,0.000246255,0.285650772,0,0.711909374,37.23093377,15.06636018,47.70270605
123,12.277,51.736,0.654,1.576,0.009,0.094,22.27,0.162,0.015,8.881,,97.674,mrwy30_px3core_10 Line 018 ,HM,MRWY30,Lava,0.700201383,1.979338614,0.048511202,0.071060945,0.000272232,0.003046028,0.912881285,0.004662699,0.000461632,0.284151678,0,0.711331545,36.90642564,14.97715231,48.11642206
124,12.142,51.619,0.56,1.632,0.028,0.086,22.418,0.13,0,8.696,,97.311,mrwy30_px3core_10 Line 019 ,HM,MRWY30,Lava,0.694574464,1.980773018,0.041662967,0.073806192,0.000849479,0.002795132,0.921698386,0.003752871,0,0.27906525,0,0.713379347,36.64646765,14.72377146,48.62976088
125,12.25,51.566,0.532,1.658,0.004,0.106,22.368,0.139,0.004,8.782,,97.409,mrwy30_px3core_10 Line 020 ,HM,MRWY30,Lava,0.700316255,1.977507336,0.039555177,0.074935344,0.000121279,0.003443018,0.919070128,0.004010187,0.000123393,0.281649638,0,0.71317778,36.8386631,14.81558659,48.34575031
126,12.098,51.344,0.496,1.682,0.026,0.089,22.295,0.142,0.01,8.975,,97.157,mrwy30_px3core_10 Line 021 ,HM,MRWY30,Lava,0.694105853,1.976051991,0.037010707,0.076292558,0.000791137,0.002901199,0.919354447,0.004111423,0.000309589,0.288871189,0,0.70612621,36.48711366,15.18511316,48.32777318
127,11.973,50.693,0.528,1.78,0.024,0.108,21.914,0.244,0.032,9.532,,96.828,mrwy30_px3core_10 Line 022 ,HM,MRWY30,Lava,0.691554548,1.96411989,0.039663493,0.081280716,0.000735192,0.003544235,0.909721576,0.007112216,0.00099735,0.308862469,0,0.691266278,36.20441734,16.1696366,47.62594606
128,11.807,50.325,0.56,1.939,0.03,0.095,21.848,0.291,0.01,9.908,,96.813,mrwy30_px3core_10 Line 023 ,HM,MRWY30,Lava,0.683637413,1.954639107,0.042170414,0.088758127,0.000921242,0.003125253,0.909203972,0.008502975,0.000312435,0.321832503,0,0.679918317,35.70516198,16.80873724,47.48610078
129,11.828,50.492,0.503,2.092,0.05,0.124,22.218,0.268,0.013,9.496,,97.084,mrwy30_px3core_10 Line 024 ,HM,MRWY30,Lava,0.681990381,1.952927172,0.037719723,0.095361412,0.001528984,0.004062225,0.920736319,0.007798182,0.000404468,0.307160443,0,0.689470569,35.7084126,16.08264887,48.20893853
130,11.816,50.91,0.525,1.969,0.022,0.098,22.419,0.202,0,9.028,,96.989,mrwy30_px3core_10 Line 025 ,HM,MRWY30,Lava,0.680066688,1.965534438,0.039298313,0.089592323,0.000671537,0.003204663,0.927386213,0.005867107,0,0.2914944,0,0.699973163,35.81282574,15.35031541,48.83685884
131,12.128,51.453,0.544,1.762,0.008,0.107,22.417,0.148,0,8.918,,97.485,mrwy30_px3core_10 Line 026 ,HM,MRWY30,Lava,0.69347568,1.97355525,0.040455216,0.079651143,0.000242604,0.003476171,0.921261489,0.004270664,0,0.286066604,0,0.707958902,36.48328616,15.04977043,48.46694341
132,12.215,51.758,0.553,1.72,0.011,0.128,22.339,0.14,0.005,8.954,,97.823,mrwy30_px3core_10 Line 027 ,HM,MRWY30,Lava,0.695630767,1.977239773,0.040958498,0.077438658,0.000332234,0.004141623,0.914349891,0.004023509,0.000153649,0.286061918,0,0.708603392,36.68856257,15.08731513,48.2241223
133,12.185,51.83,0.549,1.742,0.026,0.092,22.376,0.173,0,8.954,,97.927,mrwy30_px3core_10 Line 028 ,HM,MRWY30,Lava,0.693009549,1.977385909,0.040608749,0.07832599,0.000784247,0.002972876,0.914659642,0.004965368,0,0.285685647,0,0.708095383,36.60220129,15.08885926,48.30893945
134,12.209,51.716,0.553,1.815,0.038,0.12,22.252,0.179,0.012,9.02,,97.914,mrwy30_px3core_10 Line 029 ,HM,MRWY30,Lava,0.694729374,1.974044941,0.040925527,0.081650013,0.001146793,0.003879646,0.910055749,0.005140203,0.00036846,0.287938509,0,0.706982884,36.70527287,15.21291879,48.08180834
135,12.443,51.766,0.534,1.747,0.015,0.105,22.258,0.2,0,8.651,,97.719,mrwy30_px3core_10 Line 030 ,HM,MRWY30,Lava,0.708089732,1.976079188,0.03952192,0.078595949,0.00045271,0.003394907,0.910359046,0.005743609,0,0.276176775,0,0.719408541,37.3735977,14.57685263,48.04954967
136,13.992,52.395,0.413,1.196,0.023,0.08,22.991,0.298,0,6.392,,97.78,mrwy30_px3core_10 Line 031 ,HM,MRWY30,Lava,0.788672836,1.981086652,0.030276155,0.053295719,0.00068756,0.002562019,0.931404487,0.008476665,0,0.202121028,0,0.796000929,41.02973219,10.51509736,48.45517045
137,15.52,53.122,0.315,0.54,0.015,0.105,23.556,0.378,0.027,3.984,,97.562,mrwy30_px3core_10 Line 032 ,HM,MRWY30,Lava,0.868112216,1.993219417,0.022915444,0.023879321,0.000444981,0.003336943,0.946998029,0.010670078,0.000814933,0.125014713,0,0.874120106,44.7451703,6.443642305,48.81118739
138,16.228,53.632,0.259,0.249,0.002,0.089,23.888,0.433,0,3.054,,97.834,mrwy30_px3core_10 Line 033 ,HM,MRWY30,Lava,0.901419005,1.998399189,0.018710916,0.010934656,5.89E-05,0.00280884,0.953684842,0.012137836,0,0.095167441,0,0.904506587,46.2201854,4.879702698,48.9001119
139,16.366,53.899,0.242,0.208,0.021,0.065,23.799,0.437,0.025,2.913,,97.975,mrwy30_px3core_10 Line 034 ,HM,MRWY30,Lava,0.906462257,2.002554883,0.017432358,0.009107823,0.000616868,0.002045483,0.947391025,0.012214629,0.000747173,0.090511822,0,0.909213465,46.61996118,4.655083669,48.72495516
140,16.262,53.741,0.241,0.203,0.003,0.097,23.868,0.44,0.019,2.938,,97.812,mrwy30_px3core_10 Line 035 ,HM,MRWY30,Lava,0.902829604,2.00140103,0.017401331,0.008909882,8.83E-05,0.0030597,0.952382139,0.012327533,0.000569193,0.091504251,0,0.907974318,46.37705791,4.700441747,48.92250035
141,16.354,53.793,0.252,0.202,0.009,0.057,23.761,0.458,0.01,2.912,,97.808,mrwy30_px3core_10 Line 036 ,HM,MRWY30,Lava,0.907336124,2.002011254,0.018183536,0.008860121,0.000264821,0.001796778,0.947484908,0.012823345,0.000299377,0.090634434,0,0.909181255,46.63875066,4.658777093,48.70247224
142,16.267,53.684,0.258,0.199,0.009,0.083,23.822,0.464,0,2.926,,97.712,mrwy30_px3core_10 Line 037 ,HM,MRWY30,Lava,0.903894753,2.001021741,0.018645056,0.008741934,0.000265228,0.002620377,0.951375575,0.01301128,0,0.091209981,0,0.908341325,46.43739517,4.68589283,48.876712
143,16.269,53.662,0.261,0.208,0.012,0.082,23.847,0.485,0.012,2.959,,97.797,mrwy30_px3core_10 Line 038 ,HM,MRWY30,Lava,0.90357846,1.999255991,0.018852941,0.009132978,0.00035347,0.002587582,0.951923702,0.013593723,0.000359634,0.092195054,0,0.907413631,46.39214211,4.73354138,48.87431651
144,16.274,53.558,0.257,0.201,0.015,0.102,23.798,0.464,0.031,3.002,,97.702,mrwy30_px3core_10 Line 039 ,HM,MRWY30,Lava,0.905144098,1.998224612,0.018590459,0.008838194,0.000442467,0.003223287,0.951321366,0.01302366,0.000930377,0.093668108,0,0.906220502,46.41446674,4.803163689,48.78236957
145,16.322,53.723,0.258,0.212,0.016,0.083,23.748,0.457,0.011,2.889,,97.719,mrwy30_px3core_10 Line 040 ,HM,MRWY30,Lava,0.906503969,2.00148866,0.018635868,0.009308426,0.000471284,0.002619086,0.94795289,0.012808675,0.000329658,0.090012231,0,0.909673088,46.61961322,4.629141758,48.75124502
146,16.341,53.813,0.245,0.201,0.024,0.089,23.85,0.462,0.024,2.961,,98.01,mrwy30_px3core_10 Line 041 ,HM,MRWY30,Lava,0.905432226,2.000143073,0.017655376,0.008804758,0.000705269,0.002801836,0.949793251,0.012918466,0.000717567,0.092039314,0,0.907727379,46.49764275,4.726594658,48.77576259
147,16.234,53.769,0.261,0.191,0.026,0.09,23.949,0.467,0.022,2.901,,97.91,mrwy30_px3core_10 Line 042 ,HM,MRWY30,Lava,0.900533585,2.000796288,0.018829919,0.008376292,0.000764916,0.002836562,0.954827976,0.01307323,0.000658523,0.090277546,0,0.908885212,46.28471856,4.639994443,49.075287
148,16.367,53.859,0.243,0.19,0.005,0.077,23.899,0.439,0.006,2.92,,98.005,mrwy30_px3core_10 Line 043 ,HM,MRWY30,Lava,0.9066156,2.001284961,0.017506284,0.008320545,0.000146889,0.002423372,0.95147463,0.012271857,0.000179341,0.090739128,0,0.909020205,46.52103562,4.656083811,48.82288057
149,16.28,53.825,0.243,0.185,0.013,0.094,23.884,0.467,0,2.919,,97.91,mrwy30_px3core_10 Line 044 ,HM,MRWY30,Lava,0.902703479,2.002033292,0.017523892,0.008109732,0.000382296,0.002961378,0.951833874,0.013067703,0,0.090799291,0,0.908606907,46.40345833,4.667536137,48.92900553
150,16.409,53.963,0.239,0.188,0.036,0.064,24.051,0.467,0.01,2.945,,98.372,mrwy30_px3core_10 Line 045 ,HM,MRWY30,Lava,0.906035217,1.998736716,0.017163049,0.00820663,0.00105422,0.00200779,0.954463842,0.013012822,0.000297946,0.091223327,0,0.9085259,46.42234078,4.673990931,48.90366829
151,16.531,53.967,0.22,0.174,0.015,0.111,23.989,0.473,0,2.919,,98.399,mrwy30_px3core_10 Line 046 ,HM,MRWY30,Lava,0.912352412,1.997967025,0.015791368,0.007592011,0.000439057,0.003480662,0.951566231,0.013173959,0,0.090376442,0,0.909869511,46.68447559,4.624503365,48.69102104
152,16.396,54.041,0.229,0.183,0.032,0.114,24.048,0.48,0.022,2.99,,98.535,mrwy30_px3core_10 Line 047 ,HM,MRWY30,Lava,0.904093333,1.998919363,0.016422695,0.007977568,0.000935818,0.00357154,0.953054418,0.013356979,0.000654594,0.092492004,0,0.907191084,46.37232754,4.744056136,48.88361632
153,16.378,54.036,0.227,0.181,0,0.099,24.068,0.474,0.008,3.011,,98.482,mrwy30_px3core_10 Line 048 ,HM,MRWY30,Lava,0.903514428,1.999649871,0.016286721,0.007893995,0,0.003103021,0.954283922,0.013196058,0.000238143,0.093184274,0,0.906507078,46.31073681,4.776273917,48.91298927
154,16.4,54.242,0.236,0.18,0.019,0.098,24.124,0.458,0.023,3.054,,98.834,mrwy30_px3core_10 Line 049 ,HM,MRWY30,Lava,0.901628469,2.000396118,0.016874439,0.007823486,0.000553992,0.003061154,0.953227287,0.012706938,0.000682316,0.094191225,0,0.905413374,46.25996588,4.832681111,48.90735301
155,16.349,54.068,0.242,0.189,0.008,0.129,24.104,0.483,0.015,3.091,,98.678,mrwy30_px3core_10 Line 050 ,HM,MRWY30,Lava,0.900753514,1.998258261,0.017340584,0.00823229,0.00023376,0.004038126,0.954480957,0.013429306,0.000445944,0.095536961,0,0.904107323,46.17422108,4.897393892,48.92838502
156,16.409,53.927,0.238,0.188,0.003,0.108,23.988,0.48,0.016,3.085,,98.442,mrwy30_px3core_10 Line 051 ,HM,MRWY30,Lava,0.906040083,1.997414039,0.017091329,0.008206674,8.79E-05,0.003388164,0.9519688,0.013375135,0.000476716,0.095560433,0,0.904592268,46.37870157,4.891581403,48.72971703
157,16.389,53.984,0.23,0.196,0.005,0.109,24.042,0.524,0.025,3.105,,98.609,mrwy30_px3core_10 Line 052 ,HM,MRWY30,Lava,0.903586898,1.996544855,0.016492211,0.008543142,0.000146202,0.003414439,0.952689637,0.014579425,0.000743758,0.096036588,0,0.90392724,46.28288811,4.919118072,48.79799382
158,16.312,54.163,0.233,0.198,0,0.107,23.977,0.518,0.013,3.148,,98.669,mrwy30_px3core_10 Line 053 ,HM,MRWY30,Lava,0.898291386,2.00082578,0.016687817,0.008620238,0,0.003347874,0.949004439,0.014395655,0.000386302,0.097252862,0,0.902311864,46.19536614,5.00130765,48.80332621
